id,http_status,https,mobile,load_ms,builder_live,title,audit_grade,error,checked_at
d8832951-5d9e-43a6-b50f-1d47e1bc9e7e,404,1,0,234,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:31+00:00
f81d6659-8ab9-4f61-9340-761e0097fcd7,404,1,0,245,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:31+00:00
c4b5f1cf-5c46-488b-845f-c177f6c628ef,404,1,0,254,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:31+00:00
841d7f57-d671-465f-b8f8-f3b043d3c43e,200,1,1,259,Weebly,Home,good,,2026-06-22T18:07:31+00:00
bec6499b-dd43-44bb-b161-b4cbc10b7170,404,1,0,261,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:31+00:00
2946170f-3df0-4c49-800f-f9a36d00c016,200,1,1,319,Wix,HOME | bayside,good,,2026-06-22T18:07:31+00:00
2186b49a-e3a4-4e58-966a-81aa69f5dac5,404,1,1,397,,Page Not Found,broken,,2026-06-22T18:07:31+00:00
3aa23622-2c8a-419b-8f0d-6f7cc400d1ea,429,0,1,19,Weebly,Just a moment...,broken,,2026-06-22T18:07:31+00:00
5854ef14-9656-4a15-801d-359326752639,404,1,0,189,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:31+00:00
a1fe175f-c67e-44e3-a98f-74116e1af772,404,1,0,223,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:31+00:00
582cf32e-e7bd-4c1d-abc0-fc2a87aa5008,200,1,1,273,Wix,Clear Lake Christian Coop,good,,2026-06-22T18:07:31+00:00
226abb2f-b982-4266-bd8e-83eda0e675f3,200,1,1,359,Weebly,"Home | Heal Thyself, Inc",good,,2026-06-22T18:07:31+00:00
95790ac2-4789-4990-8929-9090c0e63fbc,404,1,0,360,,404 - Page Not Found,broken,,2026-06-22T18:07:31+00:00
eca46213-d5af-407c-90be-5bf588d8d0a4,404,1,0,176,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:31+00:00
39a025a7-e81d-43b5-a675-01007b6205a7,404,1,0,180,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:31+00:00
64168c4f-71a4-4da5-be90-bd4d3a892b27,200,1,1,729,Weebly,,good,,2026-06-22T18:07:32+00:00
d3e65567-a483-4a15-9040-52e972f01800,200,1,1,500,Weebly,,good,,2026-06-22T18:07:32+00:00
c07409f8-9bcf-4c67-8144-f3275549f10b,200,1,1,57,WordPress,barnellheatingandair,good,,2026-06-22T18:07:32+00:00
512492b2-13e1-4aa9-94ff-d811368ef560,404,1,0,188,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:32+00:00
039f99a9-73a7-450d-9a20-b21023733993,200,1,1,882,Weebly,,good,,2026-06-22T18:07:32+00:00
0e94e3dd-daed-4e6c-9aa7-116f7a4a0342,200,1,1,483,Weebly,,good,,2026-06-22T18:07:32+00:00
e4429ef1-fbac-486a-a0fa-d72efe21d586,404,1,0,236,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:32+00:00
6c0beb27-6f8c-47fe-8007-f478a1354496,200,0,0,129,Weebly,Quality Sport Planes - Home,weak,,2026-06-22T18:07:32+00:00
f461747b-ee12-46ab-a2f9-13a73463bdd0,200,1,1,927,,Square Booking Flow,good,,2026-06-22T18:07:32+00:00
b18382b3-bcdf-4999-8af2-376891384a2c,404,1,0,218,,404 - Page Not Found,broken,,2026-06-22T18:07:32+00:00
1516e5ed-e765-4937-aaa5-d3c0154d07a7,200,1,1,1074,Weebly,Home | Delicious Delightful,good,,2026-06-22T18:07:32+00:00
f162fa21-8057-46e5-aa2a-93267629f003,404,1,0,245,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:32+00:00
c026e312-2f19-4188-a464-3fe5e0281216,200,1,0,313,Weebly,Oriental Community Hall ~ Geyserville - Home,weak,,2026-06-22T18:07:32+00:00
1273dab0-e157-4120-87ed-e27c215d145f,429,1,1,346,Weebly,Just a moment...,broken,,2026-06-22T18:07:32+00:00
e97a356b-7cbf-494f-8f23-a9e0aec3d682,404,1,1,233,,404 Not Found,broken,,2026-06-22T18:07:32+00:00
2803ef6b-d5c8-4277-ae2c-318a411065e7,200,1,1,60,WordPress,Clear Lake Private Retreat | Excellent Palace of Enlightenment ~ Chang Chub Khang Zang,good,,2026-06-22T18:07:32+00:00
94fd68cf-b712-459f-b643-df2196f04589,200,1,1,735,,Square Booking Flow,good,,2026-06-22T18:07:32+00:00
490d263d-0b30-4e43-9c29-96fac0dc525b,429,1,1,437,Weebly,Just a moment...,broken,,2026-06-22T18:07:32+00:00
aa591314-cd65-4aed-804c-aad75f811a30,200,1,0,40,WordPress,Bodega &amp; Yerba Santa Goat Dairy,weak,,2026-06-22T18:07:32+00:00
2ae976ff-31dc-4559-9124-624f0a2bd738,200,1,1,562,Weebly,Home | Mountain Lions Club,good,,2026-06-22T18:07:32+00:00
06f1d686-d28b-4d13-9d62-34d5ebcd31dc,404,1,0,169,,Error 404 (Not Found)!!1,broken,,2026-06-22T18:07:32+00:00
05953e8c-037f-4dee-b167-c5e2127a4f00,200,1,1,171,,California Accounting,good,,2026-06-22T18:07:32+00:00
1a0a52af-225d-47a9-9561-e5fd63301a49,200,1,1,767,Wix,"Lakeshore Car Wash | Car Wash Self Serve | 14520 Lakeshore Drive, Clearlake, CA, USA",good,,2026-06-22T18:07:32+00:00
e54db231-ce92-4d5f-bbe3-4d783564821c,200,1,1,959,Wix,Spoil Me Rotten Beauty Supply,good,,2026-06-22T18:07:32+00:00
3e69c112-b120-492b-a6cb-6aceae85631e,200,1,1,420,Weebly,Home | Fixin It Up With Sandra,good,,2026-06-22T18:07:33+00:00
ead5fe7c-284c-4287-ad9e-5dfd609e90d1,200,1,0,350,,404 Page Not Found,weak,,2026-06-22T18:07:33+00:00
9258644c-82f2-4ae2-b1d0-574900973c5e,0,0,0,44,,,broken,connection failed,2026-06-22T18:07:33+00:00
664c97a3-b032-447a-a472-63e02fc6418c,200,1,1,329,,"Auto Body Repair | Lakeport, CA",good,,2026-06-22T18:07:33+00:00
d1956768-9cb8-4231-945a-8a2b62e6ba72,200,1,1,683,Weebly,,good,,2026-06-22T18:07:33+00:00
8853a58f-a542-4b88-9434-41169480c8a0,200,0,0,339,,,weak,,2026-06-22T18:07:33+00:00
aac93695-22f7-4a94-bdaa-120ae027682c,200,0,0,147,,eric leonardon: sound thinking,weak,,2026-06-22T18:07:33+00:00
e6136ddb-97a1-453d-908a-68b0f5706674,0,0,0,430,,,broken,"ssl: HTTPSConnectionPool(host='plautobodyshop.com', port=443): Max retries exceeded with url: / (Caused b",2026-06-22T18:07:33+00:00
b8502543-d048-4bc9-be01-b60fc24205bb,200,1,1,884,Wix,"Live Oak Senior Center, Clearlake Oaks, CA",good,,2026-06-22T18:07:33+00:00
708af59a-fc77-4a2e-8225-fbb7ec79d9ba,0,0,0,101,,,broken,connection failed,2026-06-22T18:07:33+00:00
485e607b-ce53-4c61-a3d5-60e67bad8219,0,0,0,110,,,broken,connection failed,2026-06-22T18:07:33+00:00
88177de9-d5b8-4204-bfe2-f53024f68d02,200,1,1,1249,Wix,Vehicle Registration | Clearlake Services | United States,good,,2026-06-22T18:07:33+00:00
5dad56a7-c213-4e77-85c2-aaa8501b0607,200,1,0,711,,- YouTube,weak,,2026-06-22T18:07:33+00:00
